publisher,release_date,price,early_access
THQ Nordic,2013-01-17 00:00:00,69.99,False
"2K Games, Aspyr (Mac &amp;amp; Linux)",2013-01-22 00:00:00,0.99,False
"2K Games, Aspyr (Mac &amp;amp; Linux)",2013-01-22 00:00:00,0.99,False
Three Donkeys LLC,2013-01-21 00:00:00,9.99,False
"2K Games, Aspyr (Mac &amp;amp; Linux)",2013-01-22 00:00:00,0.99,False
"2K Games, Aspyr (Mac &amp;amp; Linux)",2013-01-22 00:00:00,0.99,False
"2K Games, Aspyr (Mac &amp;amp; Linux)",2013-01-22 00:00:00,0.99,False
"2K Games, Aspyr (Mac &amp;amp; Linux)",2013-01-22 00:00:00,0.99,False
Born Ready Games Ltd.,2013-01-23 00:00:00,9.99,False
Born Ready Games,2013-01-23 00:00:00,19.99,False
SEGA,2013-01-23 00:00:00,14.99,False
BANDAI NAMCO Entertainment,2013-01-24 00:00:00,19.99,False
Devolver Digital,2013-01-24 00:00:00,9.99,False
Capcom,2013-01-24 00:00:00,29.99,False
"Hidden Path Entertainment, Inc.",2013-01-23 00:00:00,4.99,False
Cadenza Interactive,2013-01-31 00:00:00,9.99,False
Internal Games,2013-02-01 00:00:00,4.99,False
Futuremark,,29.99,False
Paradox Interactive,2013-02-05 00:00:00,2.99,False
Ubisoft,2013-02-05 00:00:00,2.99,False
Ubisoft,2013-02-05 00:00:00,2.99,False
Ubisoft,2013-02-05 00:00:00,2.99,False
Ubisoft,2013-02-05 00:00:00,2.99,False
Ubisoft,2013-02-05 00:00:00,2.99,False
"Capcom U.S.A., Inc.",2013-02-06 00:00:00,0.99,False
"Capcom U.S.A., Inc",2013-02-06 00:00:00,0.99,False
"Capcom U.S.A., Inc",2013-02-06 00:00:00,0.99,False
Focus Home Interactive,2013-02-06 00:00:00,9.99,False
"Capcom U.S.A., Inc",2013-02-06 00:00:00,0.99,False
Capcom,2013-02-06 00:00:00,19.99,False
THQ Nordic,2013-02-15 00:00:00,3.99,False
Adult Swim Games,2013-02-18 00:00:00,6.99,False
Kalypso Media Digital,2013-02-18 00:00:00,24.99,False
"Arcen Games, LLC",2013-02-18 00:00:00,14.99,False
Jet Set Games,2013-02-19 00:00:00,1.99,False
Ubisoft,2013-02-19 00:00:00,2.99,False
Ubisoft,2013-02-19 00:00:00,2.99,False
Ubisoft,2013-02-19 00:00:00,2.99,False
Paradox Interactive,2013-02-18 00:00:00,19.99,False
Ubisoft,2013-02-19 00:00:00,9.99,False
Ubisoft,2013-02-26 00:00:00,2.99,False
Ubisoft,2013-02-26 00:00:00,2.99,False
Ubisoft,2013-02-26 00:00:00,2.99,False
Ubisoft,2013-02-26 00:00:00,9.99,False
Degica,2013-03-05 00:00:00,29.99,False
Ubisoft,2013-02-26 00:00:00,7.99,False
Degica,2013-03-05 00:00:00,19.99,False
Electronic Arts,2013-03-05 00:00:00,19.99,False
Ubisoft,2013-03-05 00:00:00,2.99,False
Ubisoft,2013-03-05 00:00:00,2.99,False
Ubisoft,2013-03-05 00:00:00,2.99,False
Capcom,2013-03-05 00:00:00,8.99,False
Ubisoft,2013-03-05 00:00:00,7.99,False
Geoff Keighley,2013-03-07 00:00:00,1.99,False
"Standing Stone Games, LLC",2013-03-14 00:00:00,9.99,False
Curve Digital,2013-03-14 00:00:00,2.99,False
Radial Games Corp,2013-03-18 00:00:00,9.99,False
Northway Games,2013-03-18 00:00:00,9.99,False
Kalypso Media Digital,2013-03-20 00:00:00,9.99,False
Paradox Interactive,2013-03-19 00:00:00,1.99,False
24 Caret Games,2013-03-20 00:00:00,9.99,False
Dovetail Games - Trains,2013-03-21 00:00:00,39.99,False
Ubisoft,2013-03-21 00:00:00,19.99,False
Ankama,2013-03-21 00:00:00,4.99,False
Carbon Games,2013-03-21 00:00:00,19.99,False
Running With Scissors,1997-11-14 00:00:00,1.99,False
Capcom,2013-03-22 00:00:00,29.99,False
Capcom,2013-03-22 00:00:00,3.99,False
Zeptolab UK Limited,2013-03-22 00:00:00,4.99,False
Born Ready Games Ltd.,2013-03-22 00:00:00,2.99,False
Analgesic Productions,2013-03-22 00:00:00,9.99,False
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",2013-03-25 00:00:00,0.99,False
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",2013-03-26 00:00:00,0.99,False
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",2013-03-26 00:00:00,0.99,False
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",2013-03-26 00:00:00,0.99,False
"SQUARE ENIX, Eidos Interactive, Feral Interactive (Mac), Feral Interactive (Linux)",2013-03-26 00:00:00,0.99,False
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",2013-03-26 00:00:00,0.99,False
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",2013-03-26 00:00:00,0.99,False
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",2013-03-26 00:00:00,2.99,False
Activision,2013-04-12 00:00:00,0.99,False
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",2013-04-03 00:00:00,3.99,False
Shiro Games,2013-04-04 00:00:00,9.99,False
The Digital Lounge,2013-04-04 00:00:00,9.99,False
Dovetail Games - Trains,2013-04-04 00:00:00,19.99,False
Fish Eagle,2013-04-05 00:00:00,14.99,False
Artifice Studio,2013-04-05 00:00:00,Free,False
Dovetail Games - Trains,2013-04-04 00:00:00,19.99,False
Zeroscale,2013-04-08 00:00:00,1.99,False
3 Sprockets,2013-04-08 00:00:00,7.99,False
Reverb Publishing,2013-04-08 00:00:00,0.99,False
Ronimo Games,2013-04-09 00:00:00,2.49,False
Activision,2013-04-12 00:00:00,1.99,False
Activision,2013-04-12 00:00:00,1.99,False
Activision,2013-04-12 00:00:00,1.99,False
Dovetail Games - Trains,2013-04-17 00:00:00,19.99,False
Activision,2013-04-12 00:00:00,1.99,False
Minority Media,2013-04-18 00:00:00,5.99,False
Minority Media,2013-04-18 00:00:00,14.99,False
Activision,2013-04-12 00:00:00,1.99,False
Bossa Studios,2013-04-19 00:00:00,9.99,False
THQ Nordic,2013-04-19 00:00:00,1.99,False
"SQUARE ENIX, Eidos Interactive",2013-04-19 00:00:00,29.99,False
ATLUS USA,2013-04-19 00:00:00,9.99,False
Snowbird Games,2013-04-19 00:00:00,19.99,False
Deep Silver,2013-04-22 00:00:00,1.99,False
Paradox Interactive,2013-04-22 00:00:00,1.99,False
THQ Nordic,2013-04-26 00:00:00,3.99,False
Paradox Interactive,2013-04-22 00:00:00,1.99,False
Focus Home Interactive,2013-04-26 00:00:00,14.99,False
Telltale Games,2013-04-26 00:00:00,4.99,False
Iceberg Interactive,2013-04-26 00:00:00,29.99,False
Adam Foster,2013-04-28 00:00:00,Free,False
Coffee Stain Publishing,2013-05-15 00:00:00,14.99,False
Crocodile Entertainment,2013-04-29 00:00:00,2.99,False
Treexy,2017-11-23 00:00:00,39.99,False
Egosoft,2013-05-07 00:00:00,,False
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",2013-05-07 00:00:00,0.99,False
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",2013-05-07 00:00:00,0.99,False
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",2013-05-07 00:00:00,0.99,False
Ronimo Games,2013-05-07 00:00:00,4.99,False
"SQUARE ENIX, Eidos Interactive, Feral Interactive (Mac), Feral Interactive (Linux)",2013-05-07 00:00:00,3.99,False
Dovetail Games - Trains,2013-05-16 00:00:00,19.99,False
Abbey Games,2013-05-16 00:00:00,9.99,False
Activision,2013-05-16 00:00:00,14.99,False
Digital Leisure Inc.,1983-06-19 00:00:00,9.99,False
Digital Tribe,2013-05-17 00:00:00,4.99,False
Born Ready Games,2013-05-20 00:00:00,6.99,False
Reverb Publishing,2013-05-20 00:00:00,0.99,False
Capcom,2013-05-20 00:00:00,29.99,False
Degica,2013-06-03 00:00:00,19.99,False
Paradox Interactive,2013-05-28 00:00:00,1.99,False
Paradox Interactive,2013-05-28 00:00:00,1.99,False
Paradox Interactive,2013-05-28 00:00:00,14.99,False
SEGA,2013-05-28 00:00:00,29.99,False
SEGA,2013-05-28 00:00:00,29.99,False
SEGA,2013-05-28 00:00:00,29.99,False
Ubisoft,2013-05-28 00:00:00,2.99,False
SEGA,2013-05-28 00:00:00,29.99,False
Degica,2013-06-03 00:00:00,4.99,False
Capcom,2013-06-03 00:00:00,29.99,False
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",2013-06-04 00:00:00,2.99,False
"Square Enix, Feral Interactive (Mac), Feral Interactive (Linux)",2013-06-04 00:00:00,0.99,False
Capcom,2013-06-04 00:00:00,1.99,False
Capcom,2013-06-04 00:00:00,1.99,False
Kalypso Media Digital,2013-06-04 00:00:00,1.99,False
Stardock Entertainment,2013-06-05 00:00:00,4.99,False
Degica,2013-06-03 00:00:00,6.99,False
March Entertainment,2013-06-05 00:00:00,2.99,False
BlueGiant Interactive,2013-06-05 00:00:00,1.99,False
Dovetail Games - Trains,2013-06-07 00:00:00,19.99,False
United Independent Entertainment GmbH,2013-06-07 00:00:00,9.99,False
"Penny Arcade, Inc.",2013-06-07 00:00:00,4.99,False
Mousechief,2013-06-07 00:00:00,19.99,False
Nival,2013-06-05 00:00:00,9.99,False
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",2013-06-24 00:00:00,1.99,False
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",2013-06-24 00:00:00,1.99,False
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",2013-06-24 00:00:00,1.99,False
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",2013-06-24 00:00:00,1.99,False
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",2013-06-24 00:00:00,1.99,False
Dovetail Games - Trains,2013-06-13 00:00:00,7.99,False
Ronimo Games,2013-06-13 00:00:00,2.49,False
"Arcen Games, LLC",2013-06-17 00:00:00,4.99,False
Dovetail Games - Trains,2013-06-13 00:00:00,19.99,False
SEGA,2013-06-11 00:00:00,29.99,False
Dovetail Games - Trains,2013-06-13 00:00:00,19.99,False
Ronimo Games,2013-06-13 00:00:00,2.49,False
Paradox Interactive,2013-06-18 00:00:00,9.99,False
Capcom,2013-06-18 00:00:00,14.99,False
Team17 Digital Ltd,2013-06-18 00:00:00,4.99,False
Wizards of the Coast LLC,2013-06-26 00:00:00,0.99,False
Paradox Interactive,2013-06-25 00:00:00,1.99,False
Paradox Interactive,2013-06-25 00:00:00,1.99,False
"2K Games, Aspyr (Mac)",2013-06-25 00:00:00,4.99,False
Paradox Interactive,2013-06-25 00:00:00,1.99,False
"2K Games, Aspyr (Mac &amp;amp; Linux)",2013-06-25 00:00:00,9.99,False
CI Games,2013-06-25 00:00:00,3.99,False
Electronic Arts,2013-06-25 00:00:00,19.99,False
Coffee Stain Publishing,2013-06-26 00:00:00,4.99,False
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",2013-06-25 00:00:00,19.99,False
Wizards of the Coast LLC,2013-06-26 00:00:00,1.99,False
Wizards of the Coast LLC,2013-06-26 00:00:00,1.99,False
Wizards of the Coast LLC,2013-06-26 00:00:00,0.99,False
Kalypso Media Digital,2013-07-25 00:00:00,1.99,False
2K Games,2013-07-02 00:00:00,0.99,False
2K Games,2013-07-02 00:00:00,0.99,False
2K Games,2013-07-02 00:00:00,0.99,False
2K Games,2013-07-02 00:00:00,0.99,False
Wizards of the Coast LLC,2013-06-26 00:00:00,0.99,False
2K Games,2013-07-02 00:00:00,0.99,False
Wizards of the Coast LLC,2013-06-26 00:00:00,0.99,False
2K Games,2013-07-02 00:00:00,0.99,False
2K Games,2013-07-02 00:00:00,0.99,False
2K Games,2013-07-02 00:00:00,0.99,False
Warner Bros. Interactive Entertainment,2013-07-03 00:00:00,19.99,False
2K Games,2013-07-02 00:00:00,0.99,False
Gravity Interactive,2013-07-02 00:00:00,14.99,False
Gravity Interactive,2013-07-02 00:00:00,16.99,False
Ian Campbell,2013-07-03 00:00:00,4.99,False
Telltale Games,2013-07-03 00:00:00,4.99,False
Tripwire Interactive,2013-07-03 00:00:00,4.99,False
Tripwire Interactive,2013-07-03 00:00:00,7.99,False
Tripwire Interactive,2013-07-03 00:00:00,7.99,False
Aeria Games,2013-07-03 00:00:00,Free to Play,False
Kalypso Media Digital,2013-07-03 00:00:00,9.99,False
Ubisoft,2013-07-04 00:00:00,19.99,False
Devolver Digital,1997-05-13 00:00:00,9.99,False
Square Enix,2013-07-04 00:00:00,11.99,False
Fish Eagle,2013-07-08 00:00:00,4.99,False
Dovetail Games - Trains,2013-07-04 00:00:00,19.99,False
"Codemasters, Feral Interactive (Mac)",2013-07-09 00:00:00,5.99,False
Giants Software,2013-07-09 00:00:00,14.99,False
"2K Games, Aspyr (Mac, Linux)",2013-07-08 00:00:00,29.99,False
Gaijin Games,2013-07-11 00:00:00,0.99,False
Two Tribes,2013-07-11 00:00:00,14.99,False
Gaijin Games,2013-07-11 00:00:00,9.99,False
ATLUS USA,2013-07-16 00:00:00,9.99,False
Gaijin Games,2013-07-11 00:00:00,5.99,False
THQ Nordic,2013-07-23 00:00:00,24.99,False
Ludosity,2013-07-23 00:00:00,9.99,False
SEGA,2013-07-23 00:00:00,29.99,False
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",2013-07-23 00:00:00,2.99,False
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",2013-07-23 00:00:00,2.99,False
"Codemasters, Feral Interactive (Mac)",2013-07-23 00:00:00,4.99,False
Aeria Games,2013-07-23 00:00:00,9.99,False
Harebrained Holdings,2013-07-25 00:00:00,14.99,False
THQ Nordic,2013-07-25 00:00:00,14.99,False
Ronimo Games,2013-07-29 00:00:00,4.99,False
Kalypso Media Digital,2013-07-25 00:00:00,1.99,False
Zen Studios,2013-07-29 00:00:00,9.99,False
Paradox Interactive,2013-07-30 00:00:00,1.99,False
United Independent Entertainment GmbH,2013-07-29 00:00:00,14.99,False
17-BIT,2013-07-29 00:00:00,9.99,False
Paradox Interactive,2013-07-30 00:00:00,1.99,False
Aspyr (Mac),2013-07-30 00:00:00,4.99,False
Paradox Interactive,2013-07-30 00:00:00,4.99,False
Konami Digital Entertainment,2013-08-27 00:00:00,29.99,False
Paradox Interactive,2013-07-30 00:00:00,4.99,False
Gaijin Entertainment,2013-07-31 00:00:00,79.99,False
Gaijin Entertainment,2013-07-31 00:00:00,49.99,False
Gaijin Entertainment,2013-07-31 00:00:00,19.99,False
,2013-07-31 00:00:00,2.99,False
Apogee Software,2013-07-31 00:00:00,14.99,False
Fish Eagle,2013-08-01 00:00:00,1.99,False
Focus Home Interactive,2013-07-31 00:00:00,,False
Dovetail Games - Trains,2013-08-01 00:00:00,8.99,False
Ubisoft,2013-08-02 00:00:00,9.99,False
Activision,2013-08-01 00:00:00,14.99,False
Viva Media,2013-08-01 00:00:00,2.99,False
The Fighter Collection,2011-11-02 00:00:00,39.99,False
The Fighter Collection,2010-09-22 00:00:00,39.99,False
The Fighter Collection,2012-04-29 00:00:00,29.99,False
The Fighter Collection,2012-05-31 00:00:00,19.99,False
The Fighter Collection,2013-07-26 00:00:00,9.99,False
The Sleeping Machine,2013-08-05 00:00:00,4.99,False
The Sleeping Machine,2013-08-05 00:00:00,,False
Larian Studios,2013-08-06 00:00:00,39.99,False
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",2013-08-06 00:00:00,1.99,False
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",2013-08-06 00:00:00,1.99,False
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",2013-08-06 00:00:00,1.99,False
,2013-08-06 00:00:00,2.99,False
Threaks,2013-08-06 00:00:00,9.99,False
"CINEMAX, s.r.o.",2012-09-05 00:00:00,9.99,False
,2013-08-13 00:00:00,3.99,False
,2013-08-13 00:00:00,6.99,False
,2013-08-13 00:00:00,5.0,False
,2013-08-13 00:00:00,9.99,False
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",2013-08-13 00:00:00,2.99,False
Bethesda Softworks,2013-08-13 00:00:00,4.99,False
Capcom,2013-08-13 00:00:00,14.99,False
,2013-08-14 00:00:00,4.99,False
,2013-08-14 00:00:00,1.99,False
Dovetail Games - Trains,2013-08-15 00:00:00,19.99,False
Team17 Digital Ltd,2013-08-15 00:00:00,24.99,False
,2013-08-15 00:00:00,29.99,False
Full Control Studios,2013-08-15 00:00:00,1.99,False
"Kalypso Media Digital, Feral Interactive (Mac)",2013-08-15 00:00:00,2.99,False
,2013-08-15 00:00:00,4.99,False
Full Control,2013-08-15 00:00:00,24.99,False
Michael Todd Games,2013-08-23 00:00:00,7.99,False
Dovetail Games - Trains,2013-08-23 00:00:00,19.99,False
Capcom,2013-08-23 00:00:00,3.99,False
Dovetail Games - Trains,2013-08-23 00:00:00,19.99,False
Capcom,2013-08-26 00:00:00,24.99,False
Double Eleven,2013-08-26 00:00:00,9.99,False
Deep Silver,2013-08-27 00:00:00,2.99,False
Deep Silver,2013-08-27 00:00:00,2.99,False
,2013-08-27 00:00:00,39.99,False
2K Games,2013-08-27 00:00:00,4.99,False
Digital Leisure Inc.,1984-04-29 00:00:00,9.99,False
Reverb Publishing,2013-08-27 00:00:00,0.99,False
"Arcen Games, LLC",2013-08-27 00:00:00,2.99,False
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",2013-08-27 00:00:00,2.99,False
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",2013-08-27 00:00:00,1.99,False
Witch Beam,2015-09-23 00:00:00,14.99,False
Might and Delight,2013-08-28 00:00:00,9.99,False
,2013-11-01 00:00:00,9.99,False
,2013-08-28 00:00:00,44.99,False
Chainsawesome Games,2014-02-21 00:00:00,9.99,False
,2013-05-17 00:00:00,2.99,False
Dovetail Games - Trains,2013-08-28 00:00:00,19.99,False
U.S. Army,2015-10-01 00:00:00,,False
Paradox Interactive,2013-08-29 00:00:00,2.99,False
Greenheart Games,2013-08-29 00:00:00,9.99,False
Warner Bros. Interactive Entertainment,2013-08-29 00:00:00,14.99,False
Warner Bros. Interactive Entertainment,2013-08-29 00:00:00,14.99,False
Warner Bros. Interactive Entertainment,2013-08-29 00:00:00,14.99,False
Warner Bros. Interactive Entertainment,2013-08-29 00:00:00,14.99,False
Warner Bros. Interactive Entertainment,2013-08-29 00:00:00,14.99,False
Warner Bros. Interactive Entertainment,2013-08-29 00:00:00,14.99,False
Warner Bros. Interactive Entertainment,2013-08-29 00:00:00,19.99,False
Warner Bros. Interactive Entertainment,2013-08-29 00:00:00,9.99,False
,2013-09-06 00:00:00,7.99,True
"Codemasters, Feral Interactive (Mac)",2013-09-03 00:00:00,,False
"2K Games, Aspyr (Mac &amp;amp; Linux)",2013-09-03 00:00:00,0.99,False
"2K Games, Aspyr (Mac &amp;amp; Linux)",2013-09-03 00:00:00,0.99,False
"2K Games, Aspyr (Mac &amp;amp; Linux)",2013-09-03 00:00:00,0.99,False
"2K Games, Aspyr (Mac &amp;amp; Linux)",2013-09-03 00:00:00,0.99,False
"2K Games, Aspyr (Mac &amp;amp; Linux)",2013-09-03 00:00:00,0.99,False
"2K Games, Aspyr (Mac &amp;amp; Linux)",2013-09-03 00:00:00,4.99,False
"2K Games, Aspyr (Mac &amp;amp; Linux)",2013-09-03 00:00:00,0.99,False
Red Barrels,2013-09-04 00:00:00,19.99,False
Santa Ragione,2013-09-04 00:00:00,14.99,False
"SEGA, Feral Interactive (Mac)",2013-09-04 00:00:00,14.99,False
Stardock,2013-09-04 00:00:00,2.99,False
Dovetail Games - Trains,2013-09-04 00:00:00,19.99,False
Coffee Stain Publishing,2013-09-05 00:00:00,4.99,False
1C-777,2013-09-05 00:00:00,14.99,False
Deep Silver,2013-09-17 00:00:00,2.99,False
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",2013-09-24 00:00:00,1.99,False
,2013-09-17 00:00:00,4.99,False
Paradox Interactive,2013-09-17 00:00:00,3.99,False
Infernum Productions AG,2013-09-18 00:00:00,Free to Play,False
,2013-09-18 00:00:00,0.99,False
"Plug In Digital, Milestone S.r.l.",2013-09-18 00:00:00,1.99,False
,2013-09-18 00:00:00,0.99,False
,2013-09-18 00:00:00,0.99,False
,2013-09-18 00:00:00,0.99,False
,2013-09-18 00:00:00,0.99,False
,2013-09-18 00:00:00,0.99,False
,2013-09-18 00:00:00,0.99,False
,2013-09-18 00:00:00,0.99,False
,2013-09-18 00:00:00,0.99,False
,2013-09-18 00:00:00,0.99,False
Degica,2008-03-21 00:00:00,19.99,False
,2013-09-18 00:00:00,4.99,False
Zachtronics,2013-09-18 00:00:00,14.99,False
Impromptu Games,2013-07-23 00:00:00,9.99,False
Dovetail Games - Trains,2013-09-18 00:00:00,19.99,False
Phoenix Online Publishing,2013-09-19 00:00:00,14.99,False
Devolver Digital,2013-09-18 00:00:00,14.99,False
"Eagle Dynamics SA, The Fighter Collection",2013-09-19 00:00:00,49.99,False
"Kalypso Media Digital, Feral Interactive (Mac)",2013-09-19 00:00:00,2.99,False
SCS Software,2013-09-19 00:00:00,9.99,False
United Independent Entertainment GmbH,2013-09-20 00:00:00,5.99,False
North of Earth,2012-03-09 00:00:00,9.99,False
Rooster Teeth Games,2013-09-20 00:00:00,4.99,False
505 Games,2013-09-20 00:00:00,4.99,False
Sixense,2013-09-20 00:00:00,,False
Saibot Studios,2013-09-20 00:00:00,9.99,False
,2013-09-20 00:00:00,4.99,False
Tate Multimedia,2013-09-18 00:00:00,6.99,False
Paradox Interactive,2013-09-24 00:00:00,4.99,False
BANDAI NAMCO Entertainment,2013-09-24 00:00:00,9.99,False
Square Enix,2002-03-29 00:00:00,6.99,False
Paradox Interactive,2013-09-24 00:00:00,2.49,False
Paradox Interactive,2013-09-24 00:00:00,1.99,False
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",2013-09-24 00:00:00,9.99,False
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",2013-09-24 00:00:00,1.99,False
Warner Bros. Interactive Entertainment,2013-09-24 00:00:00,19.99,False
,2013-09-24 00:00:00,1.99,False
CI Games,2013-09-24 00:00:00,19.99,False
Kot in Action Creative Artel,2013-09-24 00:00:00,1.99,False
BANDAI NAMCO Entertainment,2013-09-24 00:00:00,1.99,False
BANDAI NAMCO Entertainment,2013-09-24 00:00:00,1.99,False
BANDAI NAMCO Entertainment,2013-09-24 00:00:00,1.99,False
Namco Bandai Games,2013-09-24 00:00:00,1.99,False
BANDAI NAMCO Entertainment,2013-09-24 00:00:00,0.99,False
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",2013-09-24 00:00:00,1.99,False
BANDAI NAMCO Entertainment,2013-09-24 00:00:00,1.99,False
BANDAI NAMCO Entertainment,2013-09-24 00:00:00,0.99,False
Dovetail Games - Trains,2013-09-25 00:00:00,19.99,False
BANDAI NAMCO Entertainment,2013-09-24 00:00:00,1.99,False
Deep Silver,2013-09-25 00:00:00,2.99,False
MagicalTimeBean,2012-06-14 00:00:00,4.99,False
Giants Software,2013-10-09 00:00:00,19.99,False
Focus,2013-10-09 00:00:00,19.99,False
Giants Software,2013-10-09 00:00:00,19.99,False
Dovetail Games - Trains,2013-10-10 00:00:00,24.99,False
Square Enix,2001-06-19 00:00:00,6.99,False
Poppermost Productions,2013-10-10 00:00:00,Free to Play,True
Galactic Cafe,2013-10-17 00:00:00,14.99,False
Fish Eagle,2013-10-11 00:00:00,1.99,False
THQ Nordic,2013-10-11 00:00:00,6.99,False
Adult Swim Games,2013-10-11 00:00:00,7.99,False
Telltale Games,2013-10-11 00:00:00,24.99,False
Forever Entertainment S. A.,2013-07-07 00:00:00,4.99,False
Topware Interactive,2013-10-14 00:00:00,6.99,False
Nocturnal works,2013-10-16 00:00:00,14.99,False
Headup Games,2013-10-16 00:00:00,9.99,False
Lucky Frame,2013-10-16 00:00:00,4.99,False
Carlsen Games,2013-10-16 00:00:00,4.99,False
Dovetail Games - Trains,2013-10-17 00:00:00,19.99,False
Square Enix,2001-06-27 00:00:00,6.99,False
Dovetail Games - Trains,2013-10-17 00:00:00,19.99,False
Phoenix Online Publishing,2013-10-17 00:00:00,9.99,False
Iceberg Interactive,2013-10-17 00:00:00,9.99,False
"Kalypso Media Digital, Feral Interactive (Mac)",2013-10-17 00:00:00,2.99,False
Nightdive Studios,1996-10-31 00:00:00,5.99,False
sparsevector,2013-10-17 00:00:00,2.99,False
1C Company,2013-10-17 00:00:00,14.99,False
Deep Silver,2013-10-18 00:00:00,9.99,False
Daedalic Entertainment,2013-10-17 00:00:00,19.99,False
Ripstone,2013-10-25 00:00:00,6.99,False
"Square Enix, Feral Interactive (Mac)",2013-10-25 00:00:00,19.99,False
"Monochrome, Inc",2013-10-25 00:00:00,9.99,False
Scientifically Proven,2014-05-09 00:00:00,1.99,False
BetaDwarf,2013-10-24 00:00:00,3.99,False
"Midnight City, Majesco Entertainment",2013-10-28 00:00:00,9.99,False
,2013-10-28 00:00:00,0.99,False
,2013-10-28 00:00:00,0.99,False
Deep Silver,2013-10-29 00:00:00,2.99,False
Wales Interactive,2013-10-29 00:00:00,14.99,False
Deep Silver,2013-10-29 00:00:00,0.99,False
Atari,2013-10-29 00:00:00,6.99,False
Atari,2008-11-18 00:00:00,9.99,False
SEGA,2013-10-29 00:00:00,19.99,False
Rising Star Games,2013-10-29 00:00:00,24.99,False
,2013-10-30 00:00:00,0.99,False
"2K Games, Aspyr (Mac and Linux)",2013-11-05 00:00:00,4.99,False
Microsoft Studios,2013-11-05 00:00:00,13.98,False
"Jackbox Games, Inc.",1997-04-30 00:00:00,2.99,False
"Jackbox Games, Inc.",2003-12-01 00:00:00,1.99,False
"Jackbox Games, Inc.",1996-09-30 00:00:00,2.99,False
"Jackbox Games, Inc.",1997-05-09 00:00:00,2.99,False
"Jackbox Games, Inc.",1998-11-30 00:00:00,2.99,False
"Jackbox Games, Inc.",1997-10-31 00:00:00,2.99,False
"Jackbox Games, Inc.",1995-09-12 00:00:00,2.99,False
"Jackbox Games, Inc.",1996-11-30 00:00:00,2.99,False
Blazing Griffin Ltd.,2013-11-05 00:00:00,4.99,False
Activision,2013-11-05 00:00:00,49.99,False
2K Games,2013-11-05 00:00:00,4.99,False
Transhuman Design,2013-11-05 00:00:00,9.99,False
"Jackbox Games, Inc.",1998-04-20 00:00:00,2.99,False
,2013-11-05 00:00:00,2.99,False
Microsoft Studios,2013-11-07 00:00:00,9.99,False
QCF Design,2013-11-07 00:00:00,14.99,False
,2013-11-07 00:00:00,6.99,False
QCF Design,2013-11-07 00:00:00,9.99,False
QCF Design,2013-11-07 00:00:00,4.99,False
bitComposer Games,2013-11-08 00:00:00,19.99,False
Chucklefish,2013-11-08 00:00:00,9.99,False
Hanako Games,2013-11-08 00:00:00,9.99,False
The Indie Stone,2013-11-08 00:00:00,14.99,True
,2013-05-06 00:00:00,4.99,False
Neko Entertainment,2013-11-08 00:00:00,6.99,False
Origo Games,2013-11-11 00:00:00,9.99,False
,2013-11-08 00:00:00,1.99,False
EXOR Studios,2013-11-08 00:00:00,1.99,False
Double Eleven,2013-11-11 00:00:00,8.99,False
"2K Games, Feral Interactive (Mac), Feral Interactive (Linux)",2013-11-11 00:00:00,29.99,False
Warner Bros. Interactive Entertainment,2013-11-12 00:00:00,4.99,False
FarSight Studios,2013-11-12 00:00:00,39.99,False
FarSight Studios,2013-11-12 00:00:00,39.99,False
FarSight Studios,2013-11-12 00:00:00,29.99,False
FarSight Studios,2013-11-12 00:00:00,29.99,False
,2013-11-12 00:00:00,2.99,False
,2013-11-12 00:00:00,9.99,True
,2013-11-12 00:00:00,2.99,False
,2013-11-12 00:00:00,2.99,False
,2013-11-12 00:00:00,2.99,False
