funny,last_edited,item_id,helpful,recommend,review,posted
,,222880,No ratings yet,True,1,2016-06-04
1 person found this review funny,,33930,1 of 1 people (100%) found this review helpful,True,2,2014-08-28
,,362890,6 of 24 people (25%) found this review helpful,False,0,2015-06-21
,,730,2 of 2 people (100%) found this review helpful,True,2,2014-09-06
,,212680,No ratings yet,True,2,2014-09-18
,,12210,No ratings yet,True,2,2014-09-18
,,105600,No ratings yet,True,2,2014-06-29
1 person found this review funny,,236110,No ratings yet,True,2,2015-06-21
,"Last edited August 22, 2014.",227700,No ratings yet,True,2,2014-08-21
,,322330,No ratings yet,True,2,2015-01-05
1 person found this review funny,,223430,1 of 4 people (25%) found this review helpful,True,2,2016-08-07
,,4000,No ratings yet,True,2,2014-05-24
,,440,No ratings yet,True,1,2014-02-12
,,550,No ratings yet,True,1,2013-12-25
,,17580,No ratings yet,True,1,2013-12-21
,,113400,No ratings yet,True,1,2013-12-20
,,224260,No ratings yet,True,1,2013-12-05
,,239160,No ratings yet,False,0,2015-07-25
1 person found this review funny,"Last edited August 1, 2015.",232090,No ratings yet,True,1,2015-05-26
,,316390,No ratings yet,False,0,2015-05-23
,,72850,No ratings yet,True,2,2015-04-23
,,312990,No ratings yet,True,1,2014-10-28
,,10180,No ratings yet,True,1,2014-10-26
,,232970,No ratings yet,True,2,2014-07-18
,,238430,No ratings yet,True,1,2014-06-26
,"Last edited June 15, 2014.",63380,No ratings yet,True,1,2014-06-07
,,24960,No ratings yet,True,1,2014-04-30
1 person found this review funny,,387990,0 of 5 people (0%) found this review helpful,False,0,2016-02-04
,,224540,No ratings yet,False,0,2016-08-26
,,1840,No ratings yet,True,2,2012-10-24
,,12750,No ratings yet,True,2,2012-10-24
,,550,No ratings yet,True,2,2012-10-24
,,99900,No ratings yet,True,1,2012-10-24
,,212800,No ratings yet,True,2,2012-10-23
,,209870,No ratings yet,True,2,2012-10-23
,,48700,No ratings yet,True,2,2012-07-13
,,105600,No ratings yet,True,1,2012-02-22
,,240,No ratings yet,True,1,2015-09-08
,,4000,No ratings yet,True,1,2015-09-05
,,105600,No ratings yet,True,1,2015-09-05
,,104700,No ratings yet,True,1,2015-09-05
,,224260,No ratings yet,True,1,2015-09-05
,,236390,No ratings yet,True,1,2015-09-05
,,227940,No ratings yet,False,0,2015-09-05
,,730,No ratings yet,True,2,2015-07-31
,,211820,0 of 1 people (0%) found this review helpful,True,2,2015-02-02
,,49520,No ratings yet,True,2,2015-10-03
,,440,6 of 6 people (100%) found this review helpful,False,0,2016-07-09
,,248820,2 of 2 people (100%) found this review helpful,True,1,2014-09-13
,,239070,1 of 1 people (100%) found this review helpful,True,2,2014-09-13
,,730,0 of 1 people (0%) found this review helpful,True,1,2015-04-28
,,218620,2 of 2 people (100%) found this review helpful,True,1,2013-12-09
,,221040,1 of 1 people (100%) found this review helpful,True,1,2013-12-15
,,730,No ratings yet,True,1,2014-09-20
,,346110,1 of 3 people (33%) found this review helpful,False,0,2016-07-30
2 people found this review funny,,324080,2 of 6 people (33%) found this review helpful,True,2,2015-08-29
,,391540,No ratings yet,True,2,2016-05-28
2 people found this review funny,,264710,No ratings yet,True,2,2016-01-18
2 people found this review funny,,301520,No ratings yet,True,1,2015-06-12
,,243200,No ratings yet,True,2,2016-04-25
,,240,No ratings yet,True,2,2014-10-01
,,104900,No ratings yet,False,0,2014-02-26
,,210770,No ratings yet,True,2,2014-06-19
,,208090,No ratings yet,True,1,2014-01-31
,,393380,1 of 3 people (33%) found this review helpful,True,2,2016-01-03
,,252490,0 of 1 people (0%) found this review helpful,True,1,2014-12-24
,,215256,1 of 1 people (100%) found this review helpful,True,2,2015-12-04
1 person found this review funny,,417860,1 of 1 people (100%) found this review helpful,True,2,2015-11-22
,,313340,3 of 5 people (60%) found this review helpful,True,1,2014-11-14
,,203160,No ratings yet,True,2,2015-06-29
,,339280,No ratings yet,True,2,2015-06-21
,,17470,No ratings yet,True,2,2015-05-12
,,248820,No ratings yet,True,2,2014-12-10
,,298160,No ratings yet,True,1,2014-11-21
,,202170,No ratings yet,True,2,2014-06-23
,,249130,1 of 2 people (50%) found this review helpful,True,2,2014-02-06
,,368500,2 of 5 people (40%) found this review helpful,True,2,2015-11-19
,,377160,2 of 5 people (40%) found this review helpful,True,2,2015-11-11
1 person found this review funny,,311560,8 of 35 people (23%) found this review helpful,True,2,2015-03-10
,,289650,11 of 46 people (24%) found this review helpful,True,2,2014-11-15
1 person found this review funny,,267550,No ratings yet,False,0,2015-08-06
,,72850,No ratings yet,True,2,2015-01-21
,,730,No ratings yet,True,2,2015-01-19
,,630,No ratings yet,True,2,2014-04-10
,,259080,No ratings yet,True,2,2014-04-20
,,241600,0 of 1 people (0%) found this review helpful,True,2,2013-12-28
,,248820,No ratings yet,True,2,2013-12-29
,,80,1 of 2 people (50%) found this review helpful,True,2,2015-12-14
,,730,1 of 2 people (50%) found this review helpful,True,2,2013-12-22
,,230050,0 of 1 people (0%) found this review helpful,True,2,2013-12-16
5 people found this review funny,,494470,4 of 8 people (50%) found this review helpful,True,1,2016-08-16
,,413150,No ratings yet,True,2,2016-03-14
,,211420,No ratings yet,True,2,2014-03-03
,,730,0 of 1 people (0%) found this review helpful,True,1,2016-03-23
,,227940,0 of 4 people (0%) found this review helpful,True,1,2016-07-27
,,35450,No ratings yet,True,2,2016-03-23
,,359550,No ratings yet,True,2,2016-03-01
,Last edited February 21.,268500,1 of 1 people (100%) found this review helpful,True,1,2016-02-07
,Last edited September 16.,365590,No ratings yet,True,1,2016-03-19
,,236390,No ratings yet,True,1,2013-12-29
,,550,No ratings yet,True,1,2013-12-25
,,48700,0 of 1 people (0%) found this review helpful,True,2,2015-03-30
,,252490,No ratings yet,False,0,2015-03-30
,,110800,No ratings yet,True,2,2015-03-30
,,218620,No ratings yet,True,2,2015-03-30
,,107410,No ratings yet,False,0,2015-03-30
,,203140,No ratings yet,True,1,2015-03-30
,,6860,No ratings yet,True,2,2015-03-30
,,220200,No ratings yet,True,2,2015-03-30
,,219640,No ratings yet,True,2,2015-03-30
,,221100,1 of 1 people (100%) found this review helpful,True,2,2014-02-10
1 person found this review funny,,440,0 of 1 people (0%) found this review helpful,True,2,2015-01-06
,,330840,2 of 3 people (67%) found this review helpful,True,2,2014-12-04
,,4000,10 of 10 people (100%) found this review helpful,True,2,2014-11-03
,,227940,1 of 1 people (100%) found this review helpful,True,2,2014-11-22
,"Last edited December 13, 2014.",1250,No ratings yet,True,2,2014-12-12
,,245760,3 of 11 people (27%) found this review helpful,True,2,2014-06-26
,Last edited March 29.,440,No ratings yet,True,2,2016-03-29
,,252950,No ratings yet,True,2,2016-03-29
,,271590,No ratings yet,True,2,2016-01-07
,,206420,No ratings yet,True,2,2014-04-18
,,25000,No ratings yet,True,2,2014-03-28
,,206500,1 of 1 people (100%) found this review helpful,True,1,2014-02-14
,,232090,1 of 5 people (20%) found this review helpful,False,0,2015-08-10
,,249050,No ratings yet,True,2,2016-01-09
1 person found this review funny,,211820,No ratings yet,True,2,2014-01-18
,,208090,1 of 1 people (100%) found this review helpful,True,1,2014-04-02
,,227220,2 of 3 people (67%) found this review helpful,True,2,2014-04-02
,,204300,0 of 1 people (0%) found this review helpful,True,1,2016-02-16
,,310370,No ratings yet,True,2,2015-10-15
,,346900,No ratings yet,False,0,2015-10-10
,,304050,No ratings yet,True,2,2015-08-04
,,286080,No ratings yet,True,2,2014-04-26
,,218620,No ratings yet,True,2,2013-12-05
,,440,1 of 1 people (100%) found this review helpful,True,1,2015-01-22
,,8930,1 of 1 people (100%) found this review helpful,True,2,2014-06-18
,,245470,5 of 11 people (45%) found this review helpful,True,1,2014-11-08
,"Last edited June 1, 2014.",730,0 of 2 people (0%) found this review helpful,False,0,2014-05-31
,,570,No ratings yet,True,2,2015-01-19
,,219890,No ratings yet,True,1,2014-06-28
,,220200,No ratings yet,True,1,2014-05-12
,,242820,No ratings yet,True,1,2014-05-03
1 person found this review funny,"Last edited May 15, 2015.",208090,No ratings yet,True,1,2014-04-21
1 person found this review funny,,620,No ratings yet,True,1,2014-04-14
,,8190,2 of 2 people (100%) found this review helpful,True,2,2013-01-11
,,550,2 of 2 people (100%) found this review helpful,True,2,2012-10-02
,Last edited July 6.,440,1 of 2 people (50%) found this review helpful,True,2,2014-01-12
,,219640,1 of 3 people (33%) found this review helpful,True,2,2014-03-29
,,202170,No ratings yet,True,1,2016-03-08
,,377160,1 of 1 people (100%) found this review helpful,True,2,2016-03-10
,,212680,0 of 1 people (0%) found this review helpful,True,2,2015-12-28
,"Last edited December 27, 2015.",246620,No ratings yet,True,2,2014-03-08
,,304930,No ratings yet,True,1,2014-08-26
,,42700,No ratings yet,True,1,2014-07-26
,,65800,No ratings yet,True,2,2014-06-27
,,4000,2 of 2 people (100%) found this review helpful,True,2,2013-12-16
1 person found this review funny,,440,3 of 4 people (75%) found this review helpful,False,0,2016-01-07
,,265930,3 of 5 people (60%) found this review helpful,True,2,2014-09-27
3 people found this review funny,,236390,3 of 6 people (50%) found this review helpful,True,1,2016-02-05
,,51100,1 of 2 people (50%) found this review helpful,True,2,2014-07-26
,,319510,3 of 7 people (43%) found this review helpful,False,0,2016-08-27
2 people found this review funny,,387860,2 of 6 people (33%) found this review helpful,False,0,2015-08-18
,,377160,1 of 4 people (25%) found this review helpful,True,1,2016-03-25
,Last edited July 16.,218620,No ratings yet,True,1,2015-03-27
,"Last edited August 25, 2015.",334230,No ratings yet,True,1,2015-08-23
,,57690,No ratings yet,True,2,2014-01-14
,,440,No ratings yet,True,2,2012-11-26
,,214950,1 of 3 people (33%) found this review helpful,True,2,2014-07-05
,,730,No ratings yet,True,1,2015-10-29
,,1840,No ratings yet,True,2,2015-09-22
,,487220,1 of 3 people (33%) found this review helpful,True,2,2016-07-08
3 people found this review funny,,432020,0 of 1 people (0%) found this review helpful,True,1,2016-05-03
1 person found this review funny,,220200,10 of 14 people (71%) found this review helpful,True,2,2015-05-01
4 people found this review funny,,310380,26 of 46 people (57%) found this review helpful,True,2,2015-03-21
1 person found this review funny,,300380,3 of 5 people (60%) found this review helpful,True,2,2015-07-10
,,211420,No ratings yet,True,1,2014-09-02
,,252950,1 of 1 people (100%) found this review helpful,True,1,2016-09-10
,,322170,No ratings yet,True,2,2015-12-08
,"Last edited June 10, 2015.",304930,2 of 2 people (100%) found this review helpful,True,2,2015-01-30
,,218620,No ratings yet,True,1,2014-10-25
1 person found this review funny,,1250,1 of 1 people (100%) found this review helpful,True,1,2015-12-19
,,251060,0 of 2 people (0%) found this review helpful,True,1,2014-11-30
,,344760,11 of 18 people (61%) found this review helpful,False,0,2015-09-29
,,245910,1 of 2 people (50%) found this review helpful,True,2,2014-11-22
7 people found this review funny,,113204,3 of 97 people (3%) found this review helpful,False,0,2014-11-23
,,204360,No ratings yet,True,2,2015-11-08
,,208090,No ratings yet,True,2,2014-08-12
,,440,No ratings yet,True,2,2014-12-19
,,221910,No ratings yet,True,1,2014-10-25
,,200170,No ratings yet,True,1,2016-08-01
,,346120,No ratings yet,True,1,2016-07-18
,,105600,No ratings yet,True,1,2016-06-30
,,273110,No ratings yet,True,2,2016-01-09
,,391460,No ratings yet,False,0,2015-08-28
,,17510,No ratings yet,True,1,2014-03-23
46 people found this review funny,,291550,45 of 56 people (80%) found this review helpful,True,1,2015-01-06
,,230410,1 of 1 people (100%) found this review helpful,True,1,2016-07-21
,,202090,1 of 2 people (50%) found this review helpful,True,1,2014-08-22
1 person found this review funny,,339280,6 of 14 people (43%) found this review helpful,True,1,2015-04-11
,,105600,No ratings yet,True,2,2015-07-01
2 people found this review funny,,70000,2 of 3 people (67%) found this review helpful,True,1,2015-02-11
,,440,No ratings yet,True,2,2015-12-23
,,72850,1 of 1 people (100%) found this review helpful,True,1,2014-06-27
1 person found this review funny,Last edited September 17.,570,1 of 2 people (50%) found this review helpful,True,1,2016-04-30
,,218620,1 of 3 people (33%) found this review helpful,True,1,2015-06-18
,,239660,1 of 3 people (33%) found this review helpful,False,0,2014-06-30
,,236390,0 of 6 people (0%) found this review helpful,True,1,2015-09-25
,,55230,No ratings yet,True,1,2015-09-13
,,550,No ratings yet,True,1,2013-12-30
1 person found this review funny,,282440,0 of 1 people (0%) found this review helpful,False,0,2015-05-14
,,271590,No ratings yet,True,1,2016-03-01
,,291550,No ratings yet,True,2,2016-03-08
,,256410,3 of 4 people (75%) found this review helpful,True,1,2013-11-26
,,253250,2 of 3 people (67%) found this review helpful,False,0,2015-10-04
,,47410,0 of 2 people (0%) found this review helpful,True,1,2014-09-29
,,351730,5 of 16 people (31%) found this review helpful,False,0,2015-07-06
,,252490,No ratings yet,False,0,2015-01-10
,,4000,No ratings yet,True,2,2014-04-17
,,620,No ratings yet,True,2,2014-04-17
,,94400,No ratings yet,False,0,2014-02-15
,,325724,1 of 1 people (100%) found this review helpful,True,2,2016-02-13
,,620,No ratings yet,True,2,2011-12-20
,,620,No ratings yet,True,2,2014-06-30
,,17410,No ratings yet,True,2,2014-04-11
,,221910,No ratings yet,True,2,2013-12-17
,,240,2 of 2 people (100%) found this review helpful,True,2,2014-09-24
1 person found this review funny,"Last edited September 24, 2014.",440,1 of 1 people (100%) found this review helpful,True,2,2013-05-13
,,72850,No ratings yet,True,2,2014-09-24
,,570,No ratings yet,True,2,2012-11-23
,,730,No ratings yet,True,2,2015-01-03
,,440,1 of 1 people (100%) found this review helpful,True,2,2014-10-06
,,218620,No ratings yet,True,1,2014-10-25
,,265550,No ratings yet,True,2,2014-10-06
,,271590,No ratings yet,True,1,2015-07-23
,,440,No ratings yet,True,2,2016-06-21
,,49520,1 of 1 people (100%) found this review helpful,True,2,2014-12-25
,,440,1 of 1 people (100%) found this review helpful,True,2,2014-06-20
,,220200,No ratings yet,True,1,2014-12-04
,,17390,No ratings yet,True,2,2014-06-23
,,206420,No ratings yet,False,0,2014-06-18
,,222880,2 of 3 people (67%) found this review helpful,True,1,2014-11-12
,,252490,No ratings yet,False,0,2015-09-12
,,4000,No ratings yet,True,2,2014-12-22
,,243870,5 of 5 people (100%) found this review helpful,True,2,2014-04-14
,,218620,1 of 1 people (100%) found this review helpful,True,2,2015-01-01
,,8930,1 of 1 people (100%) found this review helpful,True,2,2013-08-19
1 person found this review funny,,381210,2 of 2 people (100%) found this review helpful,False,0,2016-09-03
,,271590,1 of 2 people (50%) found this review helpful,True,1,2016-04-23
,,352460,1 of 2 people (50%) found this review helpful,True,1,2015-12-29
,,10090,No ratings yet,True,2,2015-12-27
,,4000,No ratings yet,True,1,2014-06-11
,,274940,1 of 1 people (100%) found this review helpful,True,2,2014-12-26
,,730,0 of 1 people (0%) found this review helpful,True,2,2016-07-01
,,730,1 of 1 people (100%) found this review helpful,True,2,2015-06-09
1 person found this review funny,"Last edited November 15, 2015.",346110,1 of 1 people (100%) found this review helpful,True,1,2015-06-07
1 person found this review funny,,332800,1 of 1 people (100%) found this review helpful,True,1,2014-12-21
,Last edited January 18.,295110,3 of 5 people (60%) found this review helpful,True,2,2016-01-18
,,252490,No ratings yet,True,2,2015-09-08
,,389570,No ratings yet,False,0,2015-08-23
,"Last edited June 19, 2014.",570,2 of 2 people (100%) found this review helpful,True,2,2014-04-29
,,236390,0 of 2 people (0%) found this review helpful,True,2,2014-01-20
,,221380,No ratings yet,True,1,2013-12-30
,,383870,1 of 1 people (100%) found this review helpful,True,2,2016-05-16
,,234140,No ratings yet,True,2,2016-07-30
,,203160,No ratings yet,True,2,2016-01-17
,,4000,No ratings yet,True,1,2013-06-29
,,22110,No ratings yet,True,2,2012-11-19
,,214850,No ratings yet,True,2,2012-11-14
,,55370,No ratings yet,True,2,2012-10-12
,,203850,No ratings yet,True,2,2012-09-11
,,35110,No ratings yet,True,2,2012-09-09
,,4000,1 of 1 people (100%) found this review helpful,True,2,2016-03-26
,,275850,4 of 6 people (67%) found this review helpful,False,0,2016-08-24
1 person found this review funny,,404013,4 of 8 people (50%) found this review helpful,True,2,2016-09-01
,,364360,1 of 4 people (25%) found this review helpful,True,1,2016-08-31
,,4000,No ratings yet,True,1,2015-01-06
,,730,No ratings yet,True,1,2015-04-09
,,550,No ratings yet,True,2,2016-08-31
1 person found this review funny,,730,1 of 1 people (100%) found this review helpful,True,1,2015-03-14
,,440,No ratings yet,True,1,2016-02-05
,,238460,3 of 4 people (75%) found this review helpful,True,1,2014-07-07
,,72850,1 of 1 people (100%) found this review helpful,True,2,2014-06-14
,,440,No ratings yet,True,1,2014-07-07
1 person found this review funny,,730,No ratings yet,True,2,2015-07-07
,,230410,0 of 1 people (0%) found this review helpful,True,1,2015-01-07
,,218620,No ratings yet,True,1,2014-06-21
,,730,2 of 2 people (100%) found this review helpful,True,2,2015-08-02
,,268500,0 of 1 people (0%) found this review helpful,True,2,2016-02-12
,,252490,No ratings yet,True,1,2016-01-05
,,334230,No ratings yet,True,2,2015-08-09
,,570,No ratings yet,True,2,2014-05-15
,,550,0 of 1 people (0%) found this review helpful,True,1,2014-02-12
,,271590,0 of 5 people (0%) found this review helpful,True,1,2015-06-20
,,241930,No ratings yet,True,2,2015-09-13
,,248570,No ratings yet,True,2,2014-06-22
,,252950,No ratings yet,True,2,2016-04-24
,,730,No ratings yet,True,2,2015-11-18
,,6060,No ratings yet,True,2,2015-06-21
,,440,2 of 3 people (67%) found this review helpful,True,1,2014-09-18
,,298110,8 of 18 people (44%) found this review helpful,True,2,2014-11-18
,,730,No ratings yet,True,2,2014-10-13
,,383120,1 of 1 people (100%) found this review helpful,True,2,2016-07-01
,,496920,0 of 1 people (0%) found this review helpful,True,2,2016-09-12
,,238430,0 of 1 people (0%) found this review helpful,True,1,2014-04-16
,,444090,No ratings yet,True,2,2016-09-17
,,208090,No ratings yet,True,2,2014-02-20
1 person found this review funny,,730,1 of 2 people (50%) found this review helpful,True,1,2015-06-17
,,730,1 of 1 people (100%) found this review helpful,True,2,2014-10-13
,,9340,1 of 31 people (3%) found this review helpful,False,0,2014-05-15
1 person found this review funny,,219740,No ratings yet,True,1,2015-12-01
,,313340,No ratings yet,True,1,2015-01-17
,,245170,2 of 4 people (50%) found this review helpful,True,1,2014-12-29
,,247730,2 of 5 people (40%) found this review helpful,True,2,2016-06-11
,,437220,1 of 3 people (33%) found this review helpful,True,1,2016-08-21
,,379720,0 of 1 people (0%) found this review helpful,True,1,2016-07-01
,,381210,No ratings yet,True,1,2016-08-06
,,252950,1 of 1 people (100%) found this review helpful,True,1,2015-10-23
1 person found this review funny,,209650,No ratings yet,True,1,2015-05-22
,,219890,No ratings yet,True,1,2013-12-11
,,620,No ratings yet,True,1,2012-10-03
,,436090,6 of 6 people (100%) found this review helpful,True,2,2016-03-15
3 people found this review funny,,321960,27 of 50 people (54%) found this review helpful,False,0,2016-01-30
,,381210,1 of 2 people (50%) found this review helpful,True,1,2016-06-20
,"Last edited October 14, 2014.",570,3 of 6 people (50%) found this review helpful,True,1,2014-10-14
1 person found this review funny,,252490,No ratings yet,False,0,2015-02-03
,,277930,0 of 9 people (0%) found this review helpful,True,1,2014-10-27
,"Last edited May 30, 2014.",246280,2 of 6 people (33%) found this review helpful,False,0,2014-05-30
,,440,No ratings yet,True,1,2013-12-08
,,308420,2 of 3 people (67%) found this review helpful,True,2,2014-10-26
,,500,No ratings yet,True,1,2013-12-29
,,304930,No ratings yet,True,1,2016-01-12
,Last edited March 23.,272600,3 of 3 people (100%) found this review helpful,True,2,2016-03-23
,,232790,2 of 3 people (67%) found this review helpful,True,2,2015-06-24
,,352520,No ratings yet,True,2,2016-09-04
,Last edited August 16.,384630,No ratings yet,True,2,2016-08-16
,,288160,No ratings yet,True,1,2016-08-12
,,395520,No ratings yet,True,2,2016-07-04
,,346250,No ratings yet,True,2,2016-07-04
,,47890,No ratings yet,True,2,2016-04-17
,Last edited April 17.,211420,No ratings yet,True,2,2016-04-17
,,200210,No ratings yet,False,0,2016-01-02
2 people found this review funny,,346110,1 of 2 people (50%) found this review helpful,True,1,2015-09-21
,,42160,No ratings yet,True,2,2014-11-28
,,1930,No ratings yet,True,1,2014-11-28
,,12220,No ratings yet,True,2,2014-11-28
,,8930,No ratings yet,True,2,2014-11-28
,,9900,No ratings yet,False,0,2014-11-28
,,220240,No ratings yet,False,0,2014-11-28
,,24740,No ratings yet,True,2,2014-11-28
,,238960,No ratings yet,False,0,2014-11-28
,,47410,No ratings yet,False,0,2014-02-14
,"Last edited March 29, 2014.",8870,2 of 4 people (50%) found this review helpful,True,2,2014-03-29
,,222900,0 of 1 people (0%) found this review helpful,True,2,2014-12-03
,,268400,1 of 3 people (33%) found this review helpful,True,2,2015-03-12
,,440,No ratings yet,True,2,2014-01-14
,,366660,No ratings yet,False,0,2015-09-10
,,330830,1 of 1 people (100%) found this review helpful,True,1,2016-07-18
,,319630,1 of 1 people (100%) found this review helpful,True,2,2015-10-20
,,498240,0 of 1 people (0%) found this review helpful,True,2,2016-08-04
,,250320,0 of 1 people (0%) found this review helpful,True,1,2016-07-25
,,221100,6 of 14 people (43%) found this review helpful,False,0,2016-06-17
,,201830,0 of 2 people (0%) found this review helpful,False,0,2016-07-06
,,385760,No ratings yet,True,2,2016-09-17
,"Last edited September 11, 2015.",287700,No ratings yet,True,1,2015-09-11
,,304930,No ratings yet,True,1,2014-07-23
,,730,No ratings yet,True,1,2014-07-04
11 people found this review funny,,393010,12 of 12 people (100%) found this review helpful,True,2,2016-04-27
,,550,1 of 1 people (100%) found this review helpful,True,1,2014-09-19
,,8190,No ratings yet,True,2,2014-02-08
,,730,No ratings yet,True,1,2015-11-11
,,440,No ratings yet,True,2,2015-06-10
,Last edited January 24.,299860,3 of 3 people (100%) found this review helpful,False,0,2016-01-12
,,434570,1 of 1 people (100%) found this review helpful,True,2,2016-09-02
,Last edited August 12.,285900,1 of 1 people (100%) found this review helpful,True,2,2016-07-04
,,333930,1 of 1 people (100%) found this review helpful,True,1,2015-12-20
,,243870,0 of 1 people (0%) found this review helpful,False,0,2016-01-19
,,265630,No ratings yet,True,2,2016-01-24
,,291480,No ratings yet,True,2,2016-01-08
,Last edited January 24.,730,No ratings yet,True,1,2015-08-15
,,105600,3 of 3 people (100%) found this review helpful,True,2,2015-11-28
,,49520,No ratings yet,True,2,2014-04-19
,,236850,2 of 2 people (100%) found this review helpful,True,2,2016-04-05
1 person found this review funny,,394360,0 of 1 people (0%) found this review helpful,True,1,2016-06-29
,,244450,No ratings yet,True,2,2015-08-28
1 person found this review funny,,221100,No ratings yet,True,1,2014-12-17
1 person found this review funny,,218620,4 of 5 people (80%) found this review helpful,True,1,2014-03-31
,,223710,2 of 2 people (100%) found this review helpful,True,1,2014-06-07
,,208090,4 of 7 people (57%) found this review helpful,True,1,2014-02-11
,,304930,2 of 6 people (33%) found this review helpful,True,1,2014-07-07
,,51100,No ratings yet,True,1,2015-01-04
,,104900,No ratings yet,True,1,2014-02-20
,,49520,No ratings yet,True,1,2014-02-10
,,4000,No ratings yet,True,1,2014-07-18
,"Last edited January 25, 2014.",221100,3 of 3 people (100%) found this review helpful,True,1,2013-12-18
,,220050,4 of 5 people (80%) found this review helpful,False,0,2014-05-05
,,620,No ratings yet,True,2,2016-06-23
,,215470,No ratings yet,True,2,2014-05-05
,,16730,9 of 14 people (64%) found this review helpful,True,2,2015-05-27
,,236430,2 of 2 people (100%) found this review helpful,True,2,2014-06-06
,,250900,1 of 1 people (100%) found this review helpful,True,2,2015-10-02
,,298260,1 of 3 people (33%) found this review helpful,True,1,2014-11-18
,,452650,No ratings yet,False,0,2016-09-17
,,409170,No ratings yet,True,2,2016-08-12
,,313340,No ratings yet,True,2,2014-12-06
,,204360,No ratings yet,True,2,2014-06-30
,,235780,No ratings yet,True,2,2014-01-09
,,224580,No ratings yet,True,2,2013-11-26
1 person found this review funny,,386070,61 of 102 people (60%) found this review helpful,False,0,2015-08-23
,,230190,0 of 4 people (0%) found this review helpful,False,0,2015-04-03
,,570,No ratings yet,True,2,2015-11-19
,,509840,2 of 3 people (67%) found this review helpful,True,1,2016-08-13
,,418010,1 of 4 people (25%) found this review helpful,True,1,2016-02-23
,,10220,2 of 10 people (20%) found this review helpful,True,2,2014-09-30
,,252950,No ratings yet,True,1,2016-04-24
,,107900,No ratings yet,True,1,2016-04-04
,,227940,No ratings yet,True,1,2015-07-29
,,298240,No ratings yet,True,2,2015-06-14
,,730,No ratings yet,True,2,2016-06-11
1 person found this review funny,,204100,No ratings yet,False,0,2015-08-10
1 person found this review funny,,265770,2 of 5 people (40%) found this review helpful,False,0,2015-11-15
,,22380,1 of 1 people (100%) found this review helpful,True,2,2015-11-14
,,219740,1 of 1 people (100%) found this review helpful,True,2,2014-02-04
,,214950,No ratings yet,True,2,2014-05-01
1 person found this review funny,,4000,No ratings yet,True,2,2013-12-26
,,730,1 of 1 people (100%) found this review helpful,True,2,2016-08-14
,,4780,No ratings yet,True,2,2014-01-12
,,440,1 of 1 people (100%) found this review helpful,True,2,2014-06-05
,,570,No ratings yet,True,1,2015-05-04
8 people found this review funny,,34900,10 of 13 people (77%) found this review helpful,True,1,2016-05-28
,,204300,1 of 1 people (100%) found this review helpful,True,1,2015-06-19
,,49520,1 of 1 people (100%) found this review helpful,True,1,2015-06-07
,,245170,1 of 1 people (100%) found this review helpful,True,2,2015-06-04
1 person found this review funny,,402180,2 of 3 people (67%) found this review helpful,True,1,2016-07-14
,Last edited July 18.,730,1 of 2 people (50%) found this review helpful,True,1,2016-07-18
,,67370,0 of 1 people (0%) found this review helpful,True,2,2015-03-21
1 person found this review funny,,105600,No ratings yet,True,2,2015-03-14
,,22320,No ratings yet,True,2,2015-12-12
,,286100,No ratings yet,True,2,2015-12-05
,Last edited May 28.,4000,No ratings yet,True,2,2015-07-27
,,304050,No ratings yet,True,2,2015-07-27
,,302830,No ratings yet,False,0,2015-01-15
,,440,No ratings yet,True,1,2015-01-15
,,253710,No ratings yet,False,0,2015-01-13
,Last edited June 30.,72850,No ratings yet,True,1,2015-01-13
,,213650,No ratings yet,True,2,2014-06-26
,,6060,3 of 4 people (75%) found this review helpful,True,2,2014-10-10
,,218230,0 of 1 people (0%) found this review helpful,True,1,2014-01-05
,,389170,0 of 2 people (0%) found this review helpful,True,1,2016-03-29
,,22320,No ratings yet,True,2,2015-12-12
,,286100,No ratings yet,True,2,2015-12-05
,Last edited May 28.,4000,No ratings yet,True,2,2015-07-27
,,304050,No ratings yet,True,2,2015-07-27
,,302830,No ratings yet,False,0,2015-01-15
,,440,No ratings yet,True,1,2015-01-15
,,253710,No ratings yet,False,0,2015-01-13
,Last edited June 30.,72850,No ratings yet,True,1,2015-01-13
,,213650,No ratings yet,True,2,2014-06-26
,,6060,3 of 4 people (75%) found this review helpful,True,2,2014-10-10
,,218230,0 of 1 people (0%) found this review helpful,True,1,2014-01-05
,,389170,0 of 2 people (0%) found this review helpful,True,1,2016-03-29
,,480480,1 of 9 people (11%) found this review helpful,False,0,2016-08-03
,,204300,No ratings yet,True,2,2014-10-09
1 person found this review funny,,570,1 of 1 people (100%) found this review helpful,True,2,2016-07-01
,,211820,1 of 1 people (100%) found this review helpful,True,2,2014-04-11
,,370100,No ratings yet,True,1,2015-11-27
,,4000,No ratings yet,True,2,2015-06-20
,,105600,1 of 1 people (100%) found this review helpful,True,2,2013-12-09
,,730,No ratings yet,True,2,2015-01-06
,,440,1 of 2 people (50%) found this review helpful,True,1,2013-12-21
,,107900,No ratings yet,True,1,2013-12-21
,,620,2 of 2 people (100%) found this review helpful,True,2,2015-05-10
2 people found this review funny,,311210,5 of 8 people (63%) found this review helpful,False,0,2016-02-06
,,8930,1 of 1 people (100%) found this review helpful,True,2,2016-01-16
,,417860,1 of 1 people (100%) found this review helpful,True,1,2016-01-04
,,209160,1 of 1 people (100%) found this review helpful,False,0,2014-01-20
